gene	canonical_gene	candidate_role	dentate_candidate_units	dentate_background_units	dentate_candidate_median_rank	dentate_background_median_rank	dentate_rank_delta_vs_background	dentate_rank_p_greater	cerebellar_candidate_units	cerebellar_background_units	cerebellar_candidate_median_rank	cerebellar_background_median_rank	cerebellar_rank_delta_vs_background	cerebellar_rank_p_greater	dentate_candidate_median_detection	cerebellar_candidate_median_detection	n_dentate_datasets_detected_5pct	n_cerebellar_datasets_detected_5pct	dentate_rank_p_adj_bh	cerebellar_rank_p_adj_bh	shared_positive_rank_delta	shared_strict_bh_0_10	combined_rank_delta	minimum_branch_detection
CAMKK2	CAMKK2	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.6666666666666666	0.5	0.16666666666666663	0.2926959764730425	0.2539230047659277	0.21255915959477695	5	3	0.20418218837049995	0.6367940074906366	True	False	0.6666666666666666	0.21255915959477695
GFOD2	GFOD2	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.23245225534856379	0.21254406598668832	5	3	0.20418218837049995	0.3411246948227107	True	False	0.6666666666666666	0.21254406598668832
RAB5B	RAB5B	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.21278290879813377	0.21248750097956876	5	3	0.20418218837049995	0.3411246948227107	True	False	0.6666666666666666	0.21248750097956876
EHBP1	EHBP1	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.9060595217530785	0.2124013629814687	5	3	0.20418218837049995	0.3411246948227107	True	False	0.6666666666666666	0.2124013629814687
GPR107	GPR107	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.2948831605148965	0.2120975049124793	5	2	0.20418218837049995	0.3411246948227107	True	False	0.6666666666666666	0.2120975049124793
UBE2H	UBE2H	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.6666666666666666	0.5	0.16666666666666663	0.2926959764730425	0.5676394529383659	0.21196809562124208	5	3	0.20418218837049995	0.6367940074906366	True	False	0.6666666666666666	0.21196809562124208
SLITRK5	SLITRK5	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	0.6666666666666666	0.5	0.16666666666666663	0.2926959764730425	0.5152456629568394	0.21195434030847304	5	2	0.0758318298602499	0.6367940074906366	True	False	0.6666666666666666	0.21195434030847304
TRIO	TRIO	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.6666666666666666	0.5	0.16666666666666663	0.2926959764730425	0.9149043154050918	0.21120142029942546	5	3	0.20418218837049995	0.6367940074906366	True	False	0.6666666666666666	0.21120142029942546
ATP11B	ATP11B	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.47030919391167836	0.2110924295219686	5	2	0.20418218837049995	0.3411246948227107	True	False	0.6666666666666666	0.2110924295219686
INPP4A	INPP4A	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	0.6666666666666666	0.5	0.16666666666666663	0.2926959764730425	0.8244119734836097	0.21014201889806938	5	3	0.0758318298602499	0.6367940074906366	True	False	0.6666666666666666	0.21014201889806938
SPPL3	SPPL3	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.5670509692171183	0.20985388018607237	5	3	0.20418218837049995	0.3411246948227107	True	False	0.6666666666666666	0.20985388018607237
SENP7	SENP7	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.4484910985670864	0.20932112010985013	5	3	0.20418218837049995	0.3411246948227107	True	False	0.6666666666666666	0.20932112010985013
IGSF3	IGSF3	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.20920489365853528	0.37104736526405746	5	2	0.20418218837049995	0.3411246948227107	True	False	0.6666666666666666	0.20920489365853528
RAB3C	RAB3C	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.6666666666666666	0.5	0.16666666666666663	0.2926959764730425	0.49444427854753936	0.208862659866497	5	3	0.20418218837049995	0.6367940074906366	True	False	0.6666666666666666	0.208862659866497
PACS2	PACS2	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.23853747184492527	0.20879988331575589	5	3	0.20418218837049995	0.3411246948227107	True	False	0.6666666666666666	0.20879988331575589
KHDRBS2	KHDRBS2	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.6666666666666666	0.5	0.16666666666666663	0.2926959764730425	0.73361671773043	0.20871885265718676	5	3	0.20418218837049995	0.6367940074906366	True	False	0.6666666666666666	0.20871885265718676
PDZD8	PDZD8	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.4512879858210611	0.20856618671924165	5	3	0.20418218837049995	0.3411246948227107	True	False	0.6666666666666666	0.20856618671924165
ASB3	ASB3	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.8333333333333333	0.6666666666666666	0.16666666666666663	0.12700887922326776	0.20795193551681318	0.2181653432835502	4	2	0.20418218837049995	0.3411246948227107	True	False	0.6666666666666666	0.20795193551681318
NEFM	NEFM	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	0.6666666666666666	0.5	0.16666666666666663	0.2926959764730425	0.3899829163867967	0.20694682729712235	5	3	0.0758318298602499	0.6367940074906366	True	False	0.6666666666666666	0.20694682729712235
SBDS	SBDS	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.20690018411701702	0.2610192831744286	5	3	0.20418218837049995	0.3411246948227107	True	False	0.6666666666666666	0.20690018411701702
MIB1	MIB1	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	0.6666666666666666	0.5	0.16666666666666663	0.2926959764730425	0.6516998839669648	0.2062511553556679	5	3	0.0758318298602499	0.6367940074906366	True	False	0.6666666666666666	0.2062511553556679
ATCAY	ATCAY	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.4695713906266866	0.206108866157007	5	3	0.20418218837049995	0.3411246948227107	True	False	0.6666666666666666	0.206108866157007
ALKBH8	ALKBH8	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.22104484607047659	0.20476106948925282	5	2	0.20418218837049995	0.3411246948227107	True	False	0.6666666666666666	0.20476106948925282
PTDSS2	PTDSS2	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.22558007013047826	0.2046990217763679	5	3	0.20418218837049995	0.3411246948227107	True	False	0.6666666666666666	0.2046990217763679
SCAMP5	SCAMP5	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.6666666666666666	0.5	0.16666666666666663	0.2926959764730425	0.5793479844648359	0.2038738100823661	5	3	0.20418218837049995	0.6367940074906366	True	False	0.6666666666666666	0.2038738100823661
TSC1	TSC1	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.34745164791324784	0.2032602433892269	5	3	0.20418218837049995	0.3411246948227107	True	False	0.6666666666666666	0.2032602433892269
SPCS3	SPCS3	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.6666666666666666	0.5	0.16666666666666663	0.2926959764730425	0.31979209387102525	0.20164536504437877	5	3	0.20418218837049995	0.6367940074906366	True	False	0.6666666666666666	0.20164536504437877
PRPF40B	PRPF40B	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.343941087744824	0.20140375109471537	5	3	0.20418218837049995	0.3411246948227107	True	False	0.6666666666666666	0.20140375109471537
MPV17	MPV17	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.20132847389515265	0.2278828786367707	5	3	0.20418218837049995	0.3411246948227107	True	False	0.6666666666666666	0.20132847389515265
CELF5	CELF5	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.717590980315378	0.2011436634748861	5	3	0.0758318298602499	0.3411246948227107	True	False	0.6666666666666666	0.2011436634748861
SH3KBP1	SH3KBP1	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.5200025561933943	0.20042825914933576	5	3	0.20418218837049995	0.3411246948227107	True	False	0.6666666666666666	0.20042825914933576
AP1G1	AP1G1	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.4320529236540025	0.2001663712161768	5	3	0.20418218837049995	0.3411246948227107	True	False	0.6666666666666666	0.2001663712161768
ADGRB2	ADGRB2	genomewide_same_symbol_gene	2	2	1.0	0.5	0.5	0.09696542614120529	5	10	0.6666666666666666	0.5	0.16666666666666663	0.1090977267289236	0.4847513205228453	0.19980787704130643	3	2	0.20418218837049995	0.3411246948227107	True	False	0.6666666666666666	0.19980787704130643
CDC37L1	CDC37L1	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.2332109622746973	0.1991720975061414	5	3	0.20418218837049995	0.3411246948227107	True	False	0.6666666666666666	0.1991720975061414
PIGT	PIGT	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.1988695507348961	0.35490764430939836	5	3	0.20418218837049995	0.3411246948227107	True	False	0.6666666666666666	0.1988695507348961
USP11	USP11	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.40135098264042746	0.19867358132806667	5	3	0.0758318298602499	0.3411246948227107	True	False	0.6666666666666666	0.19867358132806667
UBE4A	UBE4A	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.6666666666666666	0.5	0.16666666666666663	0.2926959764730425	0.31397754342842954	0.19864050033178077	5	3	0.20418218837049995	0.6367940074906366	True	False	0.6666666666666666	0.19864050033178077
CDC27	CDC27	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.5457443920736371	0.19816019293504683	5	3	0.20418218837049995	0.3411246948227107	True	False	0.6666666666666666	0.19816019293504683
ZDHHC21	ZDHHC21	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.6666666666666666	0.5	0.16666666666666663	0.2926959764730425	0.6431222146170427	0.1980637574677382	5	3	0.20418218837049995	0.6367940074906366	True	False	0.6666666666666666	0.1980637574677382
ZYG11B	ZYG11B	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.5826481211096596	0.19805954376895313	5	3	0.20418218837049995	0.3411246948227107	True	False	0.6666666666666666	0.19805954376895313
SKIL	SKIL	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.335142654858463	0.19755157959565872	5	3	0.20418218837049995	0.3411246948227107	True	False	0.6666666666666666	0.19755157959565872
IARS	IARS	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.4385658372938216	0.19738155561063847	5	3	0.20418218837049995	0.3411246948227107	True	False	0.6666666666666666	0.19738155561063847
PIP5K1C	PIP5K1C	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.2535802100717128	0.19719022391483318	5	3	0.20418218837049995	0.3411246948227107	True	False	0.6666666666666666	0.19719022391483318
SHPRH	SHPRH	genomewide_same_symbol_gene	3	4	1.0	0.5	0.5	0.020793170616093072	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.6626254180602007	0.19652431370312556	4	3	0.20418218837049995	0.3411246948227107	True	False	0.6666666666666666	0.19652431370312556
NCOA1	NCOA1	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.9308115913589516	0.1964609946105027	5	3	0.20418218837049995	0.3411246948227107	True	False	0.6666666666666666	0.1964609946105027
ATL2	ATL2	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.32948104222225905	0.19621200217215734	5	3	0.20418218837049995	0.3411246948227107	True	False	0.6666666666666666	0.19621200217215734
PPDPF	PPDPF	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.1960160492826457	0.6314523813281873	5	2	0.20418218837049995	0.3411246948227107	True	False	0.6666666666666666	0.1960160492826457
PGRMC2	PGRMC2	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.19573347496382032	0.21823239303499548	5	3	0.20418218837049995	0.3411246948227107	True	False	0.6666666666666666	0.19573347496382032
AVL9	AVL9	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.4954610961676085	0.19539220560456677	5	3	0.20418218837049995	0.3411246948227107	True	False	0.6666666666666666	0.19539220560456677
WSB2	WSB2	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.248342039160457	0.19509860712388005	5	3	0.20418218837049995	0.3411246948227107	True	False	0.6666666666666666	0.19509860712388005
PDHX	PDHX	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.6654404096558006	0.19479957069530496	5	3	0.20418218837049995	0.3411246948227107	True	False	0.6666666666666666	0.19479957069530496
NFE2L1	NFE2L1	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.2547045206603557	0.1946307586528112	5	3	0.20418218837049995	0.3411246948227107	True	False	0.6666666666666666	0.1946307586528112
TRIM24	TRIM24	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.361614680434176	0.194065919392369	5	3	0.20418218837049995	0.3411246948227107	True	False	0.6666666666666666	0.194065919392369
RFNG	RFNG	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.19637271947364748	0.1938478207690426	5	3	0.20418218837049995	0.3411246948227107	True	False	0.6666666666666666	0.1938478207690426
CDK14	CDK14	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.9103854700207032	0.1937575532211583	5	3	0.0758318298602499	0.3411246948227107	True	False	0.6666666666666666	0.1937575532211583
PAXBP1	PAXBP1	genomewide_same_symbol_gene	3	4	1.0	0.5	0.5	0.020793170616093072	6	12	0.6666666666666666	0.5	0.16666666666666663	0.2926959764730425	0.353596757852077	0.1934711852960756	4	3	0.20418218837049995	0.6367940074906366	True	False	0.6666666666666666	0.1934711852960756
RAPGEF1	RAPGEF1	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.38032290304271643	0.19346579872028863	5	3	0.20418218837049995	0.3411246948227107	True	False	0.6666666666666666	0.19346579872028863
SACM1L	SACM1L	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.2780880072012305	0.19341642277308868	5	3	0.20418218837049995	0.3411246948227107	True	False	0.6666666666666666	0.19341642277308868
PTPRF	PTPRF	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.6666666666666666	0.5	0.16666666666666663	0.2926959764730425	0.19325057849952854	0.23692632230705818	5	3	0.20418218837049995	0.6367940074906366	True	False	0.6666666666666666	0.19325057849952854
GTDC1	GTDC1	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.8038062334970264	0.1924312665408326	5	3	0.20418218837049995	0.3411246948227107	True	False	0.6666666666666666	0.1924312665408326
NEGR1	NEGR1	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	0.6666666666666666	0.5	0.16666666666666663	0.2926959764730425	0.9838336120401338	0.19230407572080838	5	2	0.0758318298602499	0.6367940074906366	True	False	0.6666666666666666	0.19230407572080838
CRELD1	CRELD1	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.28709956841554496	0.19227332718637025	5	3	0.20418218837049995	0.3411246948227107	True	False	0.6666666666666666	0.19227332718637025
SLC37A3	SLC37A3	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.2932118571228103	0.19201498212074936	5	3	0.20418218837049995	0.3411246948227107	True	False	0.6666666666666666	0.19201498212074936
GIGYF1	GIGYF1	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.19152595298083364	0.19294853891142977	5	3	0.20418218837049995	0.3411246948227107	True	False	0.6666666666666666	0.19152595298083364
RASA3	RASA3	genomewide_same_symbol_gene	4	5	0.8333333333333333	0.5	0.33333333333333326	0.2573430572882188	6	12	1.0	0.6666666666666666	0.33333333333333337	0.009879767867540601	0.2407073219425287	0.1906418614261148	4	2	0.4426120329741008	0.04533132696218489	True	False	0.6666666666666666	0.1906418614261148
CBL	CBL	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.2837703484403795	0.19054312668895634	5	3	0.20418218837049995	0.3411246948227107	True	False	0.6666666666666666	0.19054312668895634
ACAP3	ACAP3	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.43576115770828194	0.19048035013821527	5	3	0.20418218837049995	0.3411246948227107	True	False	0.6666666666666666	0.19048035013821527
LCORL	LCORL	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.6666666666666666	0.5	0.16666666666666663	0.2926959764730425	0.485767653565088	0.1902978974396784	5	3	0.20418218837049995	0.6367940074906366	True	False	0.6666666666666666	0.1902978974396784
UBE2O	UBE2O	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.4095251603986076	0.19021909283342897	5	3	0.20418218837049995	0.3411246948227107	True	False	0.6666666666666666	0.19021909283342897
GNG3	GNG3	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.19002974515950052	0.5279040495042369	5	3	0.20418218837049995	0.3411246948227107	True	False	0.6666666666666666	0.19002974515950052
PRDX3	PRDX3	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.8333333333333333	0.6666666666666666	0.16666666666666663	0.12700887922326776	0.18962077655755222	0.3408519908298519	5	2	0.20418218837049995	0.3411246948227107	True	False	0.6666666666666666	0.18962077655755222
