feature_row_1based	feature_id	feature_name	feature_type	feature_chrom	feature_start	feature_end	linked_gene	best_priority	model_terms_supported	target_sets	peak_category	selection_reason
147588	chr6:35933350-35934238	chr6:35933350-35934238	Peaks	chr6	35933350	35934238	MAPK14	medium	ConstructionBalance	Tier 4 screen-specific mechanism support	distal_100kb	distal_context_peak
147589	chr6:35972238-35973084	chr6:35972238-35973084	Peaks	chr6	35972238	35973084	MAPK14	medium	ConstructionBalance	Tier 4 screen-specific mechanism support	distal_100kb	distal_context_peak
147590	chr6:36024145-36025047	chr6:36024145-36025047	Peaks	chr6	36024145	36025047	MAPK14	medium	ConstructionBalance	Tier 4 screen-specific mechanism support	proximal_10kb	proximal_peak
147591	chr6:36027319-36028159	chr6:36027319-36028159	Peaks	chr6	36027319	36028159	MAPK14	medium	ConstructionBalance	Tier 4 screen-specific mechanism support	gene_body_overlap	gene_body_peak
147592	chr6:36094909-36095758	chr6:36094909-36095758	Peaks	chr6	36094909	36095758	MAPK14	medium	ConstructionBalance	Tier 4 screen-specific mechanism support	distal_100kb	distal_context_peak
147593	chr6:36104566-36105431	chr6:36104566-36105431	Peaks	chr6	36104566	36105431	MAPK14	medium	ConstructionBalance	Tier 4 screen-specific mechanism support	distal_100kb	distal_context_peak
147594	chr6:36123483-36124327	chr6:36123483-36124327	Peaks	chr6	36123483	36124327	MAPK14	medium	ConstructionBalance	Tier 4 screen-specific mechanism support	distal_100kb	distal_context_peak
149729	chr6:87066255-87067177	chr6:87066255-87067177	Peaks	chr6	87066255	87067177	ZNF292	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	distal_100kb	distal_context_peak
149730	chr6:87074038-87074916	chr6:87074038-87074916	Peaks	chr6	87074038	87074916	ZNF292	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	distal_100kb	distal_context_peak
149731	chr6:87078816-87079689	chr6:87078816-87079689	Peaks	chr6	87078816	87079689	ZNF292	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	distal_100kb	distal_context_peak
149732	chr6:87102098-87102994	chr6:87102098-87102994	Peaks	chr6	87102098	87102994	ZNF292	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	distal_100kb	distal_context_peak
149733	chr6:87139122-87139871	chr6:87139122-87139871	Peaks	chr6	87139122	87139871	ZNF292	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	distal_100kb	distal_context_peak
149734	chr6:87145064-87145915	chr6:87145064-87145915	Peaks	chr6	87145064	87145915	ZNF292	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	proximal_10kb	proximal_peak
149735	chr6:87151746-87152635	chr6:87151746-87152635	Peaks	chr6	87151746	87152635	ZNF292	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	gene_edge_2kb	gene_edge_peak
149736	chr6:87154936-87155835	chr6:87154936-87155835	Peaks	chr6	87154936	87155835	ZNF292	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	gene_body_overlap	gene_body_peak
149737	chr6:87210345-87211253	chr6:87210345-87211253	Peaks	chr6	87210345	87211253	ZNF292	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	distal_100kb	distal_context_peak
149738	chr6:87237812-87238572	chr6:87237812-87238572	Peaks	chr6	87237812	87238572	ZNF292	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	distal_100kb	distal_context_peak
149739	chr6:87246483-87247425	chr6:87246483-87247425	Peaks	chr6	87246483	87247425	ZNF292	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	distal_100kb	distal_context_peak
154066	chr6:170192007-170192926	chr6:170192007-170192926	Peaks	chr6	170192007	170192926	DLL1	high	NicheSignal	shared_neurogenic_niche_state	distal_100kb	distal_context_peak
154067	chr6:170193209-170193985	chr6:170193209-170193985	Peaks	chr6	170193209	170193985	DLL1	high	NicheSignal	shared_neurogenic_niche_state	distal_100kb	distal_context_peak
154068	chr6:170200153-170200895	chr6:170200153-170200895	Peaks	chr6	170200153	170200895	DLL1	high	NicheSignal	shared_neurogenic_niche_state	distal_100kb	distal_context_peak
154069	chr6:170222744-170223620	chr6:170222744-170223620	Peaks	chr6	170222744	170223620	DLL1	high	NicheSignal	shared_neurogenic_niche_state	distal_100kb	distal_context_peak
154070	chr6:170227498-170228319	chr6:170227498-170228319	Peaks	chr6	170227498	170228319	DLL1	high	NicheSignal	shared_neurogenic_niche_state	distal_100kb	distal_context_peak
154071	chr6:170233250-170234072	chr6:170233250-170234072	Peaks	chr6	170233250	170234072	DLL1	high	NicheSignal	shared_neurogenic_niche_state	distal_100kb	distal_context_peak
154072	chr6:170234281-170234952	chr6:170234281-170234952	Peaks	chr6	170234281	170234952	DLL1	high	NicheSignal	shared_neurogenic_niche_state	distal_100kb	distal_context_peak
154073	chr6:170238192-170239068	chr6:170238192-170239068	Peaks	chr6	170238192	170239068	DLL1	high	NicheSignal	shared_neurogenic_niche_state	distal_100kb	distal_context_peak
154074	chr6:170243545-170244377	chr6:170243545-170244377	Peaks	chr6	170243545	170244377	DLL1	high	NicheSignal	shared_neurogenic_niche_state	distal_100kb	distal_context_peak
154075	chr6:170262257-170263083	chr6:170262257-170263083	Peaks	chr6	170262257	170263083	DLL1	high	NicheSignal	shared_neurogenic_niche_state	distal_100kb	distal_context_peak
154076	chr6:170265561-170266448	chr6:170265561-170266448	Peaks	chr6	170265561	170266448	DLL1	high	NicheSignal	shared_neurogenic_niche_state	distal_100kb	distal_context_peak
154077	chr6:170280044-170280926	chr6:170280044-170280926	Peaks	chr6	170280044	170280926	DLL1	high	NicheSignal	shared_neurogenic_niche_state	distal_100kb	distal_context_peak
154078	chr6:170286362-170287212	chr6:170286362-170287212	Peaks	chr6	170286362	170287212	DLL1	high	NicheSignal	shared_neurogenic_niche_state	proximal_10kb	proximal_peak
154079	chr6:170290455-170291307	chr6:170290455-170291307	Peaks	chr6	170290455	170291307	DLL1	high	NicheSignal	shared_neurogenic_niche_state	gene_body_overlap	high_priority_promoter_gene_peak
154080	chr6:170291464-170292360	chr6:170291464-170292360	Peaks	chr6	170291464	170292360	DLL1	high	NicheSignal	shared_neurogenic_niche_state	gene_edge_2kb	high_priority_promoter_gene_peak
154081	chr6:170297077-170297752	chr6:170297077-170297752	Peaks	chr6	170297077	170297752	DLL1	high	NicheSignal	shared_neurogenic_niche_state	proximal_10kb	proximal_peak
154082	chr6:170306194-170307111	chr6:170306194-170307111	Peaks	chr6	170306194	170307111	DLL1	high	NicheSignal	shared_neurogenic_niche_state	distal_100kb	distal_context_peak
154083	chr6:170349859-170350780	chr6:170349859-170350780	Peaks	chr6	170349859	170350780	DLL1	high	NicheSignal	shared_neurogenic_niche_state	distal_100kb	distal_context_peak
154084	chr6:170366025-170366814	chr6:170366025-170366814	Peaks	chr6	170366025	170366814	DLL1	high	NicheSignal	shared_neurogenic_niche_state	distal_100kb	distal_context_peak
154085	chr6:170371371-170372170	chr6:170371371-170372170	Peaks	chr6	170371371	170372170	DLL1	high	NicheSignal	shared_neurogenic_niche_state	distal_100kb	distal_context_peak
154086	chr6:170376244-170377038	chr6:170376244-170377038	Peaks	chr6	170376244	170377038	DLL1	high	NicheSignal	shared_neurogenic_niche_state	distal_100kb	distal_context_peak
154087	chr6:170387754-170388686	chr6:170387754-170388686	Peaks	chr6	170387754	170388686	DLL1	high	NicheSignal	shared_neurogenic_niche_state	distal_100kb	distal_context_peak
154538	chr7:5445796-5446625	chr7:5445796-5446625	Peaks	chr7	5445796	5446625	ACTB	medium	ConstructionBalance	Tier 4 screen-specific mechanism support	distal_100kb	distal_context_peak
154539	chr7:5450432-5451345	chr7:5450432-5451345	Peaks	chr7	5450432	5451345	ACTB	medium	ConstructionBalance	Tier 4 screen-specific mechanism support	distal_100kb	distal_context_peak
154540	chr7:5457441-5458363	chr7:5457441-5458363	Peaks	chr7	5457441	5458363	ACTB	medium	ConstructionBalance	Tier 4 screen-specific mechanism support	distal_100kb	distal_context_peak
154541	chr7:5469904-5470579	chr7:5469904-5470579	Peaks	chr7	5469904	5470579	ACTB	medium	ConstructionBalance	Tier 4 screen-specific mechanism support	distal_100kb	distal_context_peak
154542	chr7:5470690-5471154	chr7:5470690-5471154	Peaks	chr7	5470690	5471154	ACTB	medium	ConstructionBalance	Tier 4 screen-specific mechanism support	distal_100kb	distal_context_peak
154543	chr7:5477770-5478674	chr7:5477770-5478674	Peaks	chr7	5477770	5478674	ACTB	medium	ConstructionBalance	Tier 4 screen-specific mechanism support	distal_100kb	distal_context_peak
154544	chr7:5486584-5487498	chr7:5486584-5487498	Peaks	chr7	5486584	5487498	ACTB	medium	ConstructionBalance	Tier 4 screen-specific mechanism support	distal_100kb	distal_context_peak
154545	chr7:5491187-5491928	chr7:5491187-5491928	Peaks	chr7	5491187	5491928	ACTB	medium	ConstructionBalance	Tier 4 screen-specific mechanism support	distal_100kb	distal_context_peak
154546	chr7:5492229-5493050	chr7:5492229-5493050	Peaks	chr7	5492229	5493050	ACTB	medium	ConstructionBalance	Tier 4 screen-specific mechanism support	distal_100kb	distal_context_peak
154547	chr7:5494537-5495254	chr7:5494537-5495254	Peaks	chr7	5494537	5495254	ACTB	medium	ConstructionBalance	Tier 4 screen-specific mechanism support	distal_100kb	distal_context_peak
154548	chr7:5495394-5496185	chr7:5495394-5496185	Peaks	chr7	5495394	5496185	ACTB	medium	ConstructionBalance	Tier 4 screen-specific mechanism support	distal_100kb	distal_context_peak
154549	chr7:5506746-5507603	chr7:5506746-5507603	Peaks	chr7	5506746	5507603	ACTB	medium	ConstructionBalance	Tier 4 screen-specific mechanism support	distal_100kb	distal_context_peak
154550	chr7:5513396-5514313	chr7:5513396-5514313	Peaks	chr7	5513396	5514313	ACTB	medium	ConstructionBalance	Tier 4 screen-specific mechanism support	distal_100kb	distal_context_peak
154551	chr7:5526191-5527058	chr7:5526191-5527058	Peaks	chr7	5526191	5527058	ACTB	medium	ConstructionBalance	Tier 4 screen-specific mechanism support	proximal_10kb	proximal_peak
154552	chr7:5529545-5530222	chr7:5529545-5530222	Peaks	chr7	5529545	5530222	ACTB	medium	ConstructionBalance	Tier 4 screen-specific mechanism support	gene_edge_2kb	gene_edge_peak
154553	chr7:5530343-5531063	chr7:5530343-5531063	Peaks	chr7	5530343	5531063	ACTB	medium	ConstructionBalance	Tier 4 screen-specific mechanism support	gene_body_overlap	gene_body_peak
154554	chr7:5538461-5539392	chr7:5538461-5539392	Peaks	chr7	5538461	5539392	ACTB	medium	ConstructionBalance	Tier 4 screen-specific mechanism support	proximal_10kb	proximal_peak
154555	chr7:5554731-5555577	chr7:5554731-5555577	Peaks	chr7	5554731	5555577	ACTB	medium	ConstructionBalance	Tier 4 screen-specific mechanism support	distal_100kb	distal_context_peak
154556	chr7:5556026-5556846	chr7:5556026-5556846	Peaks	chr7	5556026	5556846	ACTB	medium	ConstructionBalance	Tier 4 screen-specific mechanism support	distal_100kb	distal_context_peak
154557	chr7:5557571-5558375	chr7:5557571-5558375	Peaks	chr7	5557571	5558375	ACTB	medium	ConstructionBalance	Tier 4 screen-specific mechanism support	distal_100kb	distal_context_peak
154558	chr7:5558611-5559493	chr7:5558611-5559493	Peaks	chr7	5558611	5559493	ACTB	medium	ConstructionBalance	Tier 4 screen-specific mechanism support	distal_100kb	distal_context_peak
154559	chr7:5561855-5562523	chr7:5561855-5562523	Peaks	chr7	5561855	5562523	ACTB	medium	ConstructionBalance	Tier 4 screen-specific mechanism support	distal_100kb	distal_context_peak
154560	chr7:5563322-5564008	chr7:5563322-5564008	Peaks	chr7	5563322	5564008	ACTB	medium	ConstructionBalance	Tier 4 screen-specific mechanism support	distal_100kb	distal_context_peak
154561	chr7:5569793-5570665	chr7:5569793-5570665	Peaks	chr7	5569793	5570665	ACTB	medium	ConstructionBalance	Tier 4 screen-specific mechanism support	distal_100kb	distal_context_peak
154562	chr7:5574375-5575077	chr7:5574375-5575077	Peaks	chr7	5574375	5575077	ACTB	medium	ConstructionBalance	Tier 4 screen-specific mechanism support	distal_100kb	distal_context_peak
154563	chr7:5588187-5589094	chr7:5588187-5589094	Peaks	chr7	5588187	5589094	ACTB	medium	ConstructionBalance	Tier 4 screen-specific mechanism support	distal_100kb	distal_context_peak
154564	chr7:5592320-5593219	chr7:5592320-5593219	Peaks	chr7	5592320	5593219	ACTB	medium	ConstructionBalance	Tier 4 screen-specific mechanism support	distal_100kb	distal_context_peak
156449	chr7:44240744-44241653	chr7:44240744-44241653	Peaks	chr7	44240744	44241653	CAMK2B	high	ConstructionBalance	downstream_synaptic_excitability	distal_100kb	distal_context_peak
156450	chr7:44257561-44258442	chr7:44257561-44258442	Peaks	chr7	44257561	44258442	CAMK2B	high	ConstructionBalance	downstream_synaptic_excitability	distal_100kb	distal_context_peak
156451	chr7:44259274-44260201	chr7:44259274-44260201	Peaks	chr7	44259274	44260201	CAMK2B	high	ConstructionBalance	downstream_synaptic_excitability	distal_100kb	distal_context_peak
156452	chr7:44275966-44276658	chr7:44275966-44276658	Peaks	chr7	44275966	44276658	CAMK2B	high	ConstructionBalance	downstream_synaptic_excitability	distal_100kb	distal_context_peak
156453	chr7:44289531-44290430	chr7:44289531-44290430	Peaks	chr7	44289531	44290430	CAMK2B	high	ConstructionBalance	downstream_synaptic_excitability	distal_100kb	distal_context_peak
156454	chr7:44295351-44296197	chr7:44295351-44296197	Peaks	chr7	44295351	44296197	CAMK2B	high	ConstructionBalance	downstream_synaptic_excitability	distal_100kb	distal_context_peak
156455	chr7:44299931-44300763	chr7:44299931-44300763	Peaks	chr7	44299931	44300763	CAMK2B	high	ConstructionBalance	downstream_synaptic_excitability	distal_100kb	distal_context_peak
156456	chr7:44308752-44309287	chr7:44308752-44309287	Peaks	chr7	44308752	44309287	CAMK2B	high	ConstructionBalance	downstream_synaptic_excitability	distal_100kb	distal_context_peak
156457	chr7:44309434-44310231	chr7:44309434-44310231	Peaks	chr7	44309434	44310231	CAMK2B	high	ConstructionBalance	downstream_synaptic_excitability	distal_100kb	distal_context_peak
156458	chr7:44313323-44314021	chr7:44313323-44314021	Peaks	chr7	44313323	44314021	CAMK2B	high	ConstructionBalance	downstream_synaptic_excitability	distal_100kb	distal_context_peak
156459	chr7:44320632-44321492	chr7:44320632-44321492	Peaks	chr7	44320632	44321492	CAMK2B	high	ConstructionBalance	downstream_synaptic_excitability	proximal_10kb	proximal_peak
156460	chr7:44322587-44323472	chr7:44322587-44323472	Peaks	chr7	44322587	44323472	CAMK2B	high	ConstructionBalance	downstream_synaptic_excitability	gene_edge_2kb	high_priority_promoter_gene_peak
156461	chr7:44326235-44327172	chr7:44326235-44327172	Peaks	chr7	44326235	44327172	CAMK2B	high	ConstructionBalance	downstream_synaptic_excitability	gene_edge_2kb	high_priority_promoter_gene_peak
156462	chr7:44329515-44330417	chr7:44329515-44330417	Peaks	chr7	44329515	44330417	CAMK2B	high	ConstructionBalance	downstream_synaptic_excitability	proximal_10kb	proximal_peak
156463	chr7:44333539-44334457	chr7:44333539-44334457	Peaks	chr7	44333539	44334457	CAMK2B	high	ConstructionBalance	downstream_synaptic_excitability	proximal_10kb	proximal_peak
156464	chr7:44334641-44335415	chr7:44334641-44335415	Peaks	chr7	44334641	44335415	CAMK2B	high	ConstructionBalance	downstream_synaptic_excitability	proximal_10kb	proximal_peak
156465	chr7:44347431-44348088	chr7:44347431-44348088	Peaks	chr7	44347431	44348088	CAMK2B	high	ConstructionBalance	downstream_synaptic_excitability	distal_100kb	distal_context_peak
156466	chr7:44349014-44349885	chr7:44349014-44349885	Peaks	chr7	44349014	44349885	CAMK2B	high	ConstructionBalance	downstream_synaptic_excitability	distal_100kb	distal_context_peak
156467	chr7:44368199-44368789	chr7:44368199-44368789	Peaks	chr7	44368199	44368789	CAMK2B	high	ConstructionBalance	downstream_synaptic_excitability	distal_100kb	distal_context_peak
156468	chr7:44372964-44373846	chr7:44372964-44373846	Peaks	chr7	44372964	44373846	CAMK2B	high	ConstructionBalance	downstream_synaptic_excitability	distal_100kb	distal_context_peak
156469	chr7:44375297-44376121	chr7:44375297-44376121	Peaks	chr7	44375297	44376121	CAMK2B	high	ConstructionBalance	downstream_synaptic_excitability	distal_100kb	distal_context_peak
