sample_accession	donor_id	feature_index_0based	feature_id	feature_name	gene	feature_chrom	feature_start	feature_end	best_priority	model_terms_supported	target_sets	feature_type	linked_gene	peak_category	selection_reason
GSM9558425	H390	79125	chr16:89947832-89948253	chr16:89947832-89948253	TUBB3	chr16	89947832	89948253	high	EpigenomicCompatibility;NicheSignal	shared_neurogenic_niche_state;shared_postmitotic_granule_maturation	Peaks	TUBB3	distal_100kb	distal_context_peak
GSM9558425	H390	79126	chr16:89948353-89948894	chr16:89948353-89948894	TUBB3	chr16	89948353	89948894	high	EpigenomicCompatibility;NicheSignal	shared_neurogenic_niche_state;shared_postmitotic_granule_maturation	Peaks	TUBB3	distal_100kb	distal_context_peak
GSM9558425	H390	79127	chr16:89957758-89958631	chr16:89957758-89958631	TUBB3	chr16	89957758	89958631	high	EpigenomicCompatibility;NicheSignal	shared_neurogenic_niche_state;shared_postmitotic_granule_maturation	Peaks	TUBB3	distal_100kb	distal_context_peak
GSM9558425	H390	79128	chr16:89972225-89973157	chr16:89972225-89973157	TUBB3	chr16	89972225	89973157	high	EpigenomicCompatibility;NicheSignal	shared_neurogenic_niche_state;shared_postmitotic_granule_maturation	Peaks	TUBB3	distal_100kb	distal_context_peak
GSM9558425	H390	79129	chr16:90002392-90003315	chr16:90002392-90003315	TUBB3	chr16	90002392	90003315	high	EpigenomicCompatibility;NicheSignal	shared_neurogenic_niche_state;shared_postmitotic_granule_maturation	Peaks	TUBB3	distal_100kb	distal_context_peak
GSM9558425	H390	79130	chr16:90011300-90012170	chr16:90011300-90012170	TUBB3	chr16	90011300	90012170	high	EpigenomicCompatibility;NicheSignal	shared_neurogenic_niche_state;shared_postmitotic_granule_maturation	Peaks	TUBB3	distal_100kb	distal_context_peak
GSM9558425	H390	79131	chr16:90013057-90013929	chr16:90013057-90013929	TUBB3	chr16	90013057	90013929	high	EpigenomicCompatibility;NicheSignal	shared_neurogenic_niche_state;shared_postmitotic_granule_maturation	Peaks	TUBB3	distal_100kb	distal_context_peak
GSM9558425	H390	79132	chr16:90016338-90017015	chr16:90016338-90017015	TUBB3	chr16	90016338	90017015	high	EpigenomicCompatibility;NicheSignal	shared_neurogenic_niche_state;shared_postmitotic_granule_maturation	Peaks	TUBB3	distal_100kb	distal_context_peak
GSM9558425	H390	79133	chr16:90018178-90019008	chr16:90018178-90019008	TUBB3	chr16	90018178	90019008	high	EpigenomicCompatibility;NicheSignal	shared_neurogenic_niche_state;shared_postmitotic_granule_maturation	Peaks	TUBB3	distal_100kb	distal_context_peak
GSM9558425	H390	79134	chr16:90019293-90020088	chr16:90019293-90020088	TUBB3	chr16	90019293	90020088	high	EpigenomicCompatibility;NicheSignal	shared_neurogenic_niche_state;shared_postmitotic_granule_maturation	Peaks	TUBB3	distal_100kb	distal_context_peak
GSM9558425	H390	79135	chr16:90020576-90021435	chr16:90020576-90021435	TUBB3	chr16	90020576	90021435	high	EpigenomicCompatibility;NicheSignal	shared_neurogenic_niche_state;shared_postmitotic_granule_maturation	Peaks	TUBB3	distal_100kb	distal_context_peak
GSM9558425	H390	79136	chr16:90022225-90023085	chr16:90022225-90023085	TUBB3	chr16	90022225	90023085	high	EpigenomicCompatibility;NicheSignal	shared_neurogenic_niche_state;shared_postmitotic_granule_maturation	Peaks	TUBB3	distal_100kb	distal_context_peak
GSM9558425	H390	48022	chr10:17201043-17201945	chr10:17201043-17201945	VIM	chr10	17201043	17201945	high	FatePolarity;NicheSignal	deep_neural_progenitor;shared_neurogenic_niche_state	Peaks	VIM	distal_100kb	distal_context_peak
GSM9558425	H390	48023	chr10:17206161-17207088	chr10:17206161-17207088	VIM	chr10	17206161	17207088	high	FatePolarity;NicheSignal	deep_neural_progenitor;shared_neurogenic_niche_state	Peaks	VIM	distal_100kb	distal_context_peak
GSM9558425	H390	48024	chr10:17214970-17215890	chr10:17214970-17215890	VIM	chr10	17214970	17215890	high	FatePolarity;NicheSignal	deep_neural_progenitor;shared_neurogenic_niche_state	Peaks	VIM	distal_100kb	distal_context_peak
GSM9558425	H390	48025	chr10:17225421-17226284	chr10:17225421-17226284	VIM	chr10	17225421	17226284	high	FatePolarity;NicheSignal	deep_neural_progenitor;shared_neurogenic_niche_state	Peaks	VIM	proximal_10kb	proximal_peak
GSM9558425	H390	48026	chr10:17228425-17228992	chr10:17228425-17228992	VIM	chr10	17228425	17228992	high	FatePolarity;NicheSignal	deep_neural_progenitor;shared_neurogenic_niche_state	Peaks	VIM	gene_edge_2kb	high_priority_promoter_gene_peak
GSM9558425	H390	48027	chr10:17230078-17230947	chr10:17230078-17230947	VIM	chr10	17230078	17230947	high	FatePolarity;NicheSignal	deep_neural_progenitor;shared_neurogenic_niche_state	Peaks	VIM	gene_edge_2kb	high_priority_promoter_gene_peak
GSM9558425	H390	48028	chr10:17257415-17258313	chr10:17257415-17258313	VIM	chr10	17257415	17258313	high	FatePolarity;NicheSignal	deep_neural_progenitor;shared_neurogenic_niche_state	Peaks	VIM	distal_100kb	distal_context_peak
GSM9558425	H390	60300	chr12:48890748-48891581	chr12:48890748-48891581	WNT1	chr12	48890748	48891581	medium_high	FatePolarity	hindbrain_rhombic_lip_pattern	Peaks	WNT1	distal_100kb	distal_context_peak
GSM9558425	H390	60301	chr12:48903701-48904590	chr12:48903701-48904590	WNT1	chr12	48903701	48904590	medium_high	FatePolarity	hindbrain_rhombic_lip_pattern	Peaks	WNT1	distal_100kb	distal_context_peak
GSM9558425	H390	60302	chr12:48924613-48925178	chr12:48924613-48925178	WNT1	chr12	48924613	48925178	medium_high	FatePolarity	hindbrain_rhombic_lip_pattern	Peaks	WNT1	distal_100kb	distal_context_peak
GSM9558425	H390	60303	chr12:48925285-48925821	chr12:48925285-48925821	WNT1	chr12	48925285	48925821	medium_high	FatePolarity	hindbrain_rhombic_lip_pattern	Peaks	WNT1	distal_100kb	distal_context_peak
GSM9558425	H390	60304	chr12:48936109-48937000	chr12:48936109-48937000	WNT1	chr12	48936109	48937000	medium_high	FatePolarity	hindbrain_rhombic_lip_pattern	Peaks	WNT1	distal_100kb	distal_context_peak
GSM9558425	H390	60305	chr12:48942937-48943807	chr12:48942937-48943807	WNT1	chr12	48942937	48943807	medium_high	FatePolarity	hindbrain_rhombic_lip_pattern	Peaks	WNT1	distal_100kb	distal_context_peak
GSM9558425	H390	60306	chr12:48946040-48946918	chr12:48946040-48946918	WNT1	chr12	48946040	48946918	medium_high	FatePolarity	hindbrain_rhombic_lip_pattern	Peaks	WNT1	distal_100kb	distal_context_peak
GSM9558425	H390	60307	chr12:48956120-48956859	chr12:48956120-48956859	WNT1	chr12	48956120	48956859	medium_high	FatePolarity	hindbrain_rhombic_lip_pattern	Peaks	WNT1	distal_100kb	distal_context_peak
GSM9558425	H390	60308	chr12:48957096-48957952	chr12:48957096-48957952	WNT1	chr12	48957096	48957952	medium_high	FatePolarity	hindbrain_rhombic_lip_pattern	Peaks	WNT1	distal_100kb	distal_context_peak
GSM9558425	H390	60309	chr12:48969718-48970583	chr12:48969718-48970583	WNT1	chr12	48969718	48970583	medium_high	FatePolarity	hindbrain_rhombic_lip_pattern	Peaks	WNT1	proximal_10kb	proximal_peak
GSM9558425	H390	60310	chr12:48971268-48972160	chr12:48971268-48972160	WNT1	chr12	48971268	48972160	medium_high	FatePolarity	hindbrain_rhombic_lip_pattern	Peaks	WNT1	proximal_10kb	proximal_peak
GSM9558425	H390	60311	chr12:48978322-48979130	chr12:48978322-48979130	WNT1	chr12	48978322	48979130	medium_high	FatePolarity	hindbrain_rhombic_lip_pattern	Peaks	WNT1	gene_body_overlap	gene_body_peak
GSM9558425	H390	60312	chr12:48987771-48988688	chr12:48987771-48988688	WNT1	chr12	48987771	48988688	medium_high	FatePolarity	hindbrain_rhombic_lip_pattern	Peaks	WNT1	proximal_10kb	proximal_peak
GSM9558425	H390	60313	chr12:48995126-48996018	chr12:48995126-48996018	WNT1	chr12	48995126	48996018	medium_high	FatePolarity	hindbrain_rhombic_lip_pattern	Peaks	WNT1	distal_100kb	distal_context_peak
GSM9558425	H390	60314	chr12:48996587-48997406	chr12:48996587-48997406	WNT1	chr12	48996587	48997406	medium_high	FatePolarity	hindbrain_rhombic_lip_pattern	Peaks	WNT1	distal_100kb	distal_context_peak
GSM9558425	H390	60315	chr12:48999360-49000236	chr12:48999360-49000236	WNT1	chr12	48999360	49000236	medium_high	FatePolarity	hindbrain_rhombic_lip_pattern	Peaks	WNT1	distal_100kb	distal_context_peak
GSM9558425	H390	60316	chr12:49018342-49019217	chr12:49018342-49019217	WNT1	chr12	49018342	49019217	medium_high	FatePolarity	hindbrain_rhombic_lip_pattern	Peaks	WNT1	distal_100kb	distal_context_peak
GSM9558425	H390	60317	chr12:49038343-49039228	chr12:49038343-49039228	WNT1	chr12	49038343	49039228	medium_high	FatePolarity	hindbrain_rhombic_lip_pattern	Peaks	WNT1	distal_100kb	distal_context_peak
GSM9558425	H390	60318	chr12:49041550-49042437	chr12:49041550-49042437	WNT1	chr12	49041550	49042437	medium_high	FatePolarity	hindbrain_rhombic_lip_pattern	Peaks	WNT1	distal_100kb	distal_context_peak
GSM9558425	H390	60319	chr12:49055714-49056620	chr12:49055714-49056620	WNT1	chr12	49055714	49056620	medium_high	FatePolarity	hindbrain_rhombic_lip_pattern	Peaks	WNT1	distal_100kb	distal_context_peak
GSM9558425	H390	60320	chr12:49060402-49061299	chr12:49060402-49061299	WNT1	chr12	49060402	49061299	medium_high	FatePolarity	hindbrain_rhombic_lip_pattern	Peaks	WNT1	distal_100kb	distal_context_peak
GSM9558425	H390	60321	chr12:49063640-49064545	chr12:49063640-49064545	WNT1	chr12	49063640	49064545	medium_high	FatePolarity	hindbrain_rhombic_lip_pattern	Peaks	WNT1	distal_100kb	distal_context_peak
GSM9558425	H390	60322	chr12:49069573-49070452	chr12:49069573-49070452	WNT1	chr12	49069573	49070452	medium_high	FatePolarity	hindbrain_rhombic_lip_pattern	Peaks	WNT1	distal_100kb	distal_context_peak
GSM9558425	H390	46071	chr1:227916827-227917709	chr1:227916827-227917709	WNT3A	chr1	227916827	227917709	high	FatePolarity	anterior_telencephalic_pattern;dentate_fate_wnt_prox1;medial_pallium_dentate_lineage	Peaks	WNT3A	distal_100kb	distal_context_peak
GSM9558425	H390	46072	chr1:227944908-227945617	chr1:227944908-227945617	WNT3A	chr1	227944908	227945617	high	FatePolarity	anterior_telencephalic_pattern;dentate_fate_wnt_prox1;medial_pallium_dentate_lineage	Peaks	WNT3A	distal_100kb	distal_context_peak
GSM9558425	H390	46073	chr1:227946300-227947164	chr1:227946300-227947164	WNT3A	chr1	227946300	227947164	high	FatePolarity	anterior_telencephalic_pattern;dentate_fate_wnt_prox1;medial_pallium_dentate_lineage	Peaks	WNT3A	distal_100kb	distal_context_peak
GSM9558425	H390	46074	chr1:227947662-227948484	chr1:227947662-227948484	WNT3A	chr1	227947662	227948484	high	FatePolarity	anterior_telencephalic_pattern;dentate_fate_wnt_prox1;medial_pallium_dentate_lineage	Peaks	WNT3A	distal_100kb	distal_context_peak
GSM9558425	H390	46075	chr1:228077132-228078049	chr1:228077132-228078049	WNT3A	chr1	228077132	228078049	high	FatePolarity	anterior_telencephalic_pattern;dentate_fate_wnt_prox1;medial_pallium_dentate_lineage	Peaks	WNT3A	distal_100kb	distal_context_peak
GSM9558425	H390	46076	chr1:228082151-228083066	chr1:228082151-228083066	WNT3A	chr1	228082151	228083066	high	FatePolarity	anterior_telencephalic_pattern;dentate_fate_wnt_prox1;medial_pallium_dentate_lineage	Peaks	WNT3A	distal_100kb	distal_context_peak
GSM9558425	H390	46077	chr1:228102890-228103752	chr1:228102890-228103752	WNT3A	chr1	228102890	228103752	high	FatePolarity	anterior_telencephalic_pattern;dentate_fate_wnt_prox1;medial_pallium_dentate_lineage	Peaks	WNT3A	distal_100kb	distal_context_peak
GSM9558425	H390	110308	chr3:55480879-55481796	chr3:55480879-55481796	WNT5A	chr3	55480879	55481796	high	NicheSignal	shared_neurogenic_niche_state	Peaks	WNT5A	gene_body_overlap	high_priority_promoter_gene_peak
GSM9558425	H390	110309	chr3:55484826-55485708	chr3:55484826-55485708	WNT5A	chr3	55484826	55485708	high	NicheSignal	shared_neurogenic_niche_state	Peaks	WNT5A	gene_body_overlap	high_priority_promoter_gene_peak
GSM9558425	H390	110310	chr3:55512659-55513595	chr3:55512659-55513595	WNT5A	chr3	55512659	55513595	high	NicheSignal	shared_neurogenic_niche_state	Peaks	WNT5A	distal_100kb	distal_context_peak
GSM9558425	H390	110311	chr3:55519757-55520653	chr3:55519757-55520653	WNT5A	chr3	55519757	55520653	high	NicheSignal	shared_neurogenic_niche_state	Peaks	WNT5A	distal_100kb	distal_context_peak
GSM9558425	H390	110312	chr3:55571704-55572587	chr3:55571704-55572587	WNT5A	chr3	55571704	55572587	high	NicheSignal	shared_neurogenic_niche_state	Peaks	WNT5A	distal_100kb	distal_context_peak
GSM9558425	H390	108148	chr3:13782107-13783024	chr3:13782107-13783024	WNT7A	chr3	13782107	13783024	high	FatePolarity;NicheSignal	anterior_telencephalic_pattern;dentate_fate_wnt_prox1;medial_pallium_dentate_lineage;shared_neurogenic_niche_state	Peaks	WNT7A	distal_100kb	distal_context_peak
GSM9558425	H390	108149	chr3:13792843-13793764	chr3:13792843-13793764	WNT7A	chr3	13792843	13793764	high	FatePolarity;NicheSignal	anterior_telencephalic_pattern;dentate_fate_wnt_prox1;medial_pallium_dentate_lineage;shared_neurogenic_niche_state	Peaks	WNT7A	distal_100kb	distal_context_peak
GSM9558425	H390	108150	chr3:13811859-13812775	chr3:13811859-13812775	WNT7A	chr3	13811859	13812775	high	FatePolarity;NicheSignal	anterior_telencephalic_pattern;dentate_fate_wnt_prox1;medial_pallium_dentate_lineage;shared_neurogenic_niche_state	Peaks	WNT7A	distal_100kb	distal_context_peak
GSM9558425	H390	108151	chr3:13874647-13875616	chr3:13874647-13875616	WNT7A	chr3	13874647	13875616	high	FatePolarity;NicheSignal	anterior_telencephalic_pattern;dentate_fate_wnt_prox1;medial_pallium_dentate_lineage;shared_neurogenic_niche_state	Peaks	WNT7A	proximal_10kb	proximal_peak
GSM9558425	H390	108152	chr3:13878055-13879011	chr3:13878055-13879011	WNT7A	chr3	13878055	13879011	high	FatePolarity;NicheSignal	anterior_telencephalic_pattern;dentate_fate_wnt_prox1;medial_pallium_dentate_lineage;shared_neurogenic_niche_state	Peaks	WNT7A	gene_edge_2kb	high_priority_promoter_gene_peak
GSM9558425	H390	108153	chr3:13879818-13880792	chr3:13879818-13880792	WNT7A	chr3	13879818	13880792	high	FatePolarity;NicheSignal	anterior_telencephalic_pattern;dentate_fate_wnt_prox1;medial_pallium_dentate_lineage;shared_neurogenic_niche_state	Peaks	WNT7A	gene_body_overlap	high_priority_promoter_gene_peak
GSM9558425	H390	108154	chr3:13895078-13895971	chr3:13895078-13895971	WNT7A	chr3	13895078	13895971	high	FatePolarity;NicheSignal	anterior_telencephalic_pattern;dentate_fate_wnt_prox1;medial_pallium_dentate_lineage;shared_neurogenic_niche_state	Peaks	WNT7A	distal_100kb	distal_context_peak
GSM9558425	H390	108155	chr3:13896572-13897202	chr3:13896572-13897202	WNT7A	chr3	13896572	13897202	high	FatePolarity;NicheSignal	anterior_telencephalic_pattern;dentate_fate_wnt_prox1;medial_pallium_dentate_lineage;shared_neurogenic_niche_state	Peaks	WNT7A	distal_100kb	distal_context_peak
GSM9558425	H390	108156	chr3:13932553-13933398	chr3:13932553-13933398	WNT7A	chr3	13932553	13933398	high	FatePolarity;NicheSignal	anterior_telencephalic_pattern;dentate_fate_wnt_prox1;medial_pallium_dentate_lineage;shared_neurogenic_niche_state	Peaks	WNT7A	distal_100kb	distal_context_peak
GSM9558425	H390	111624	chr3:114333399-114334205	chr3:114333399-114334205	ZBTB20	chr3	114333399	114334205	high	FatePolarity	anterior_telencephalic_pattern;dentate_fate_wnt_prox1;medial_pallium_dentate_lineage	Peaks	ZBTB20	distal_100kb	distal_context_peak
GSM9558425	H390	111625	chr3:114340865-114341777	chr3:114340865-114341777	ZBTB20	chr3	114340865	114341777	high	FatePolarity	anterior_telencephalic_pattern;dentate_fate_wnt_prox1;medial_pallium_dentate_lineage	Peaks	ZBTB20	distal_100kb	distal_context_peak
GSM9558425	H390	111626	chr3:114356021-114356785	chr3:114356021-114356785	ZBTB20	chr3	114356021	114356785	high	FatePolarity	anterior_telencephalic_pattern;dentate_fate_wnt_prox1;medial_pallium_dentate_lineage	Peaks	ZBTB20	distal_100kb	distal_context_peak
GSM9558425	H390	111627	chr3:114362620-114363378	chr3:114362620-114363378	ZBTB20	chr3	114362620	114363378	high	FatePolarity	anterior_telencephalic_pattern;dentate_fate_wnt_prox1;medial_pallium_dentate_lineage	Peaks	ZBTB20	distal_100kb	distal_context_peak
GSM9558425	H390	111628	chr3:114363503-114364280	chr3:114363503-114364280	ZBTB20	chr3	114363503	114364280	high	FatePolarity	anterior_telencephalic_pattern;dentate_fate_wnt_prox1;medial_pallium_dentate_lineage	Peaks	ZBTB20	distal_100kb	distal_context_peak
GSM9558425	H390	111629	chr3:114364851-114365801	chr3:114364851-114365801	ZBTB20	chr3	114364851	114365801	high	FatePolarity	anterior_telencephalic_pattern;dentate_fate_wnt_prox1;medial_pallium_dentate_lineage	Peaks	ZBTB20	distal_100kb	distal_context_peak
GSM9558425	H390	111630	chr3:114374172-114375115	chr3:114374172-114375115	ZBTB20	chr3	114374172	114375115	high	FatePolarity	anterior_telencephalic_pattern;dentate_fate_wnt_prox1;medial_pallium_dentate_lineage	Peaks	ZBTB20	proximal_10kb	proximal_peak
GSM9558425	H390	111631	chr3:114379961-114380824	chr3:114379961-114380824	ZBTB20	chr3	114379961	114380824	high	FatePolarity	anterior_telencephalic_pattern;dentate_fate_wnt_prox1;medial_pallium_dentate_lineage	Peaks	ZBTB20	proximal_10kb	proximal_peak
GSM9558425	H390	111632	chr3:114383605-114384452	chr3:114383605-114384452	ZBTB20	chr3	114383605	114384452	high	FatePolarity	anterior_telencephalic_pattern;dentate_fate_wnt_prox1;medial_pallium_dentate_lineage	Peaks	ZBTB20	gene_body_overlap	high_priority_promoter_gene_peak
GSM9558425	H390	111633	chr3:114400540-114401412	chr3:114400540-114401412	ZBTB20	chr3	114400540	114401412	high	FatePolarity	anterior_telencephalic_pattern;dentate_fate_wnt_prox1;medial_pallium_dentate_lineage	Peaks	ZBTB20	gene_body_overlap	high_priority_promoter_gene_peak
GSM9558425	H390	111634	chr3:114404282-114405177	chr3:114404282-114405177	ZBTB20	chr3	114404282	114405177	high	FatePolarity	anterior_telencephalic_pattern;dentate_fate_wnt_prox1;medial_pallium_dentate_lineage	Peaks	ZBTB20	gene_body_overlap	high_priority_promoter_gene_peak
GSM9558425	H390	111635	chr3:114408729-114409319	chr3:114408729-114409319	ZBTB20	chr3	114408729	114409319	high	FatePolarity	anterior_telencephalic_pattern;dentate_fate_wnt_prox1;medial_pallium_dentate_lineage	Peaks	ZBTB20	gene_body_overlap	high_priority_promoter_gene_peak
GSM9558425	H390	111636	chr3:114418640-114419516	chr3:114418640-114419516	ZBTB20	chr3	114418640	114419516	high	FatePolarity	anterior_telencephalic_pattern;dentate_fate_wnt_prox1;medial_pallium_dentate_lineage	Peaks	ZBTB20	gene_body_overlap	high_priority_promoter_gene_peak
GSM9558425	H390	111637	chr3:114432247-114433104	chr3:114432247-114433104	ZBTB20	chr3	114432247	114433104	high	FatePolarity	anterior_telencephalic_pattern;dentate_fate_wnt_prox1;medial_pallium_dentate_lineage	Peaks	ZBTB20	gene_body_overlap	high_priority_promoter_gene_peak
GSM9558425	H390	111638	chr3:114446240-114447080	chr3:114446240-114447080	ZBTB20	chr3	114446240	114447080	high	FatePolarity	anterior_telencephalic_pattern;dentate_fate_wnt_prox1;medial_pallium_dentate_lineage	Peaks	ZBTB20	gene_body_overlap	high_priority_promoter_gene_peak
